cases.0.case_id	cases.0.samples.0.portions.0.analytes.0.aliquots.0.aliquot_id	cases.0.samples.0.portions.0.analytes.0.aliquots.0.submitter_id	cases.0.samples.0.sample_id	cases.0.samples.0.sample_type	cases.0.samples.0.submitter_id	cases.0.samples.0.tissue_type	cases.0.submitter_id	data_category	data_type	file_id	file_name	id	barcode_numeric_id
d976782c-90c1-421d-b83c-7fc2617e2709	fa83e8b5-f08b-4453-987e-b7e0d0b3dd65	TCGA-A6-2677-01B-02R-A277-07	7554a84f-573c-4de9-9cda-e60674aea5fa	Primary Tumor	TCGA-A6-2677-01B	Tumor	TCGA-A6-2677	Transcriptome Profiling	Gene Expression Quantification	82ab3359-565c-4360-ac4c-b02a7aec600e	62454053-936d-4f19-8522-6219c47bdd1c.rna_seq.augmented_star_gene_counts.tsv	82ab3359-565c-4360-ac4c-b02a7aec600e	971
269e8ca8-722d-449b-ace1-6545bd72bdd6	812fa79e-d5a2-4efc-9e73-9f2e0f8d9ac9	TCGA-AA-3527-01A-01R-0821-07	be361e78-868c-4c27-aa2a-5492901aee55	Primary Tumor	TCGA-AA-3527-01A	Tumor	TCGA-AA-3527	Transcriptome Profiling	Gene Expression Quantification	019bfec7-ec6c-4cd6-808b-3e6e058e55f9	05167d53-0b47-4131-bfa4-450b236b9fd5.rna_seq.augmented_star_gene_counts.tsv	019bfec7-ec6c-4cd6-808b-3e6e058e55f9	975
269e8ca8-722d-449b-ace1-6545bd72bdd6	195c3ccb-463b-4a68-ab8e-bcd2e0ce05d5	TCGA-AA-3527-11A-01R-A32Z-07	60f6dff0-316e-4200-979e-c43cb38f11c1	Solid Tissue Normal	TCGA-AA-3527-11A	Normal	TCGA-AA-3527	Transcriptome Profiling	Gene Expression Quantification	62884f50-b796-4894-b76e-4b8df0985ec6	bd612ef1-6169-4a4c-8d9d-c45075f6d259.rna_seq.augmented_star_gene_counts.tsv	62884f50-b796-4894-b76e-4b8df0985ec6	975
b107565b-7558-4745-952b-689178367e1c	5f664093-aa46-4016-bb6a-e45186f229eb	TCGA-AA-3525-01A-02R-0826-07	e6a12c50-349e-49dc-b3be-b70c072117fb	Primary Tumor	TCGA-AA-3525-01A	Tumor	TCGA-AA-3525	Transcriptome Profiling	Gene Expression Quantification	7f1068d7-4a53-4fcf-95b4-8abf5e6f5692	a8e85cdd-3770-40a0-837e-6962ec12fcf0.rna_seq.augmented_star_gene_counts.tsv	7f1068d7-4a53-4fcf-95b4-8abf5e6f5692	977
b107565b-7558-4745-952b-689178367e1c	8a3bb9f6-2272-4cf6-8478-9bd51484f5c9	TCGA-AA-3525-11A-01R-A32Z-07	8660c709-e0af-489a-b20e-1157fe0072f4	Solid Tissue Normal	TCGA-AA-3525-11A	Normal	TCGA-AA-3525	Transcriptome Profiling	Gene Expression Quantification	f15bfb93-71dc-4593-9ef4-e5e909a8fe64	51b2184b-d837-47df-b157-8759c5fa2101.rna_seq.augmented_star_gene_counts.tsv	f15bfb93-71dc-4593-9ef4-e5e909a8fe64	977
93edb105-5dc9-4a4a-9fca-c91f0161fcc7	ada6b8cf-fdd9-4de9-8a4b-5e8fbaaf995d	TCGA-AA-3511-01A-21R-1839-07	cabe4e1d-719b-4f82-ae86-df499e022085	Primary Tumor	TCGA-AA-3511-01A	Tumor	TCGA-AA-3511	Transcriptome Profiling	Gene Expression Quantification	18fe6d09-5377-4c7e-a360-ca65b575444c	60bc0507-0349-4154-9db4-8d93b3e8bdf5.rna_seq.augmented_star_gene_counts.tsv	18fe6d09-5377-4c7e-a360-ca65b575444c	983
93edb105-5dc9-4a4a-9fca-c91f0161fcc7	ea57dbc8-b1d0-41ba-8f73-729ef0a4147b	TCGA-AA-3511-11A-01R-1839-07	b0a269f6-ecea-4239-89f6-e9128d76ccb0	Solid Tissue Normal	TCGA-AA-3511-11A	Normal	TCGA-AA-3511	Transcriptome Profiling	Gene Expression Quantification	477b8769-8e6d-408d-a1d6-a57ece08fb9a	45bb01dd-5506-42f2-9093-3ea378bec587.rna_seq.augmented_star_gene_counts.tsv	477b8769-8e6d-408d-a1d6-a57ece08fb9a	983
ff1407c6-9174-4bae-a19b-d34ca71b898c	9c1d30c4-c8f0-4ca7-bec7-243f81b7680a	TCGA-A6-2680-01A-01R-1410-07	d664f620-cfee-4700-b00e-68b65387883c	Primary Tumor	TCGA-A6-2680-01A	Tumor	TCGA-A6-2680	Transcriptome Profiling	Gene Expression Quantification	9e632342-a45b-4bd1-87d1-0e53a32f4c18	26251cd8-7e90-46bb-a025-1328d83c83ee.rna_seq.augmented_star_gene_counts.tsv	9e632342-a45b-4bd1-87d1-0e53a32f4c18	989
ff1407c6-9174-4bae-a19b-d34ca71b898c	83393025-bd1c-430a-8438-fe8e79ae9dc5	TCGA-A6-2680-11A-01R-A32Z-07	169cf678-faf2-4090-823f-7052e0f76e47	Solid Tissue Normal	TCGA-A6-2680-11A	Normal	TCGA-A6-2680	Transcriptome Profiling	Gene Expression Quantification	eb39fa39-ad3c-406f-b6dc-86b68419877d	1192c1a7-ec36-4f8e-bfbd-67071eb044af.rna_seq.augmented_star_gene_counts.tsv	eb39fa39-ad3c-406f-b6dc-86b68419877d	989
28d03569-8717-40da-8989-70baf2b18f9f	76dbad94-73a2-4903-8a6f-3f3b40ce6f48	TCGA-A6-5667-01A-21R-1723-07	74e9942c-3adb-47d1-bd92-f97095865ee1	Primary Tumor	TCGA-A6-5667-01A	Tumor	TCGA-A6-5667	Transcriptome Profiling	Gene Expression Quantification	68917e07-a850-4ebb-9ae8-9044cccd023c	2962498a-6b66-4b24-bef2-a409797f9245.rna_seq.augmented_star_gene_counts.tsv	68917e07-a850-4ebb-9ae8-9044cccd023c	1000
28d03569-8717-40da-8989-70baf2b18f9f	798972e4-04d6-498b-9fe8-6ca7c2868da0	TCGA-A6-5667-11A-01R-1723-07	5ce13336-702f-4358-b74b-dba1cfb36077	Solid Tissue Normal	TCGA-A6-5667-11A	Normal	TCGA-A6-5667	Transcriptome Profiling	Gene Expression Quantification	fc084c37-52f5-4b88-b962-8d27bf42d99c	d7319fc1-a636-4786-a026-14e248976391.rna_seq.augmented_star_gene_counts.tsv	fc084c37-52f5-4b88-b962-8d27bf42d99c	1000
df228c56-89ac-4122-93b3-6c0740c4ec09	d660ee4f-58f3-4fd9-997a-6a2d0eefa66f	TCGA-AA-3534-01A-01R-0821-07	ecade2c1-9de2-4b05-b30c-4c8b81c65ae1	Primary Tumor	TCGA-AA-3534-01A	Tumor	TCGA-AA-3534	Transcriptome Profiling	Gene Expression Quantification	543d11e8-5149-4843-b904-11c4a0078e54	ce41f5d1-6e6d-4fc8-b8ed-a9479bcc8add.rna_seq.augmented_star_gene_counts.tsv	543d11e8-5149-4843-b904-11c4a0078e54	1038
df228c56-89ac-4122-93b3-6c0740c4ec09	4a3e65c1-08b7-4154-a429-2fe24b0f8109	TCGA-AA-3534-11A-01R-A32Z-07	b3f9b9ae-1dda-4e22-81b5-b2cbd6369e38	Solid Tissue Normal	TCGA-AA-3534-11A	Normal	TCGA-AA-3534	Transcriptome Profiling	Gene Expression Quantification	1cdc3d1e-a447-4a23-a649-d1678f1cae0d	a0f02bbb-02ca-4da7-b35f-648ec72cc65c.rna_seq.augmented_star_gene_counts.tsv	1cdc3d1e-a447-4a23-a649-d1678f1cae0d	1038
b2ecbc0f-2c30-4200-8d5e-7b95424bcadb	e5949631-ebaf-4ec2-aac8-b0a6fd51d946	TCGA-A7-A26I-01B-06R-A22O-07	db744038-c9e0-46c9-a38d-7220ad10f125	Primary Tumor	TCGA-A7-A26I-01B	Tumor	TCGA-A7-A26I	Transcriptome Profiling	Gene Expression Quantification	148fc636-0b7b-4f10-b513-45edcf71a79e	ec2e3ab8-18a2-4d4e-b0dc-36411ce35357.rna_seq.augmented_star_gene_counts.tsv	148fc636-0b7b-4f10-b513-45edcf71a79e	1067
b3264748-947a-43aa-b227-b294fbcc8447	ff6fb75e-aefc-44e3-accd-c4f690a51cca	TCGA-BH-A203-01A-12R-A169-07	002997ef-3b93-443a-80a3-bae63e129d99	Primary Tumor	TCGA-BH-A203-01A	Tumor	TCGA-BH-A203	Transcriptome Profiling	Gene Expression Quantification	4bf6ebc1-575d-49e4-9f66-068b537373c0	767425eb-9fa2-45bc-a3ad-ca8dbafd373f.rna_seq.augmented_star_gene_counts.tsv	4bf6ebc1-575d-49e4-9f66-068b537373c0	1070
b3264748-947a-43aa-b227-b294fbcc8447	6e5015d8-55e8-448a-9663-7b8625f170ae	TCGA-BH-A203-11A-42R-A169-07	a16194b7-162f-4282-a552-1fa1915ea589	Solid Tissue Normal	TCGA-BH-A203-11A	Normal	TCGA-BH-A203	Transcriptome Profiling	Gene Expression Quantification	699e47b8-5396-43eb-927d-8d05b0e79644	1dd6852b-2456-4576-9b22-f7604277c955.rna_seq.augmented_star_gene_counts.tsv	699e47b8-5396-43eb-927d-8d05b0e79644	1070
f6e1ec78-5ad9-4879-9b7e-262d17b166ad	b05828bc-eb75-4220-9972-6c6d62fa5303	TCGA-BH-A18R-01A-11R-A12D-07	518be2c7-fba5-47b1-8c8b-fef812fa74a4	Primary Tumor	TCGA-BH-A18R-01A	Tumor	TCGA-BH-A18R	Transcriptome Profiling	Gene Expression Quantification	373e0f41-a47e-4f4e-88fe-9703d16a840c	e869b178-9abe-44ca-ae6b-a6caae1834fb.rna_seq.augmented_star_gene_counts.tsv	373e0f41-a47e-4f4e-88fe-9703d16a840c	1071
f6e1ec78-5ad9-4879-9b7e-262d17b166ad	5462aaff-d060-4ba7-9ab5-0e6977accb91	TCGA-BH-A18R-11A-42R-A12D-07	3196c5f3-9227-4a9d-b87a-3e1f680a768c	Solid Tissue Normal	TCGA-BH-A18R-11A	Normal	TCGA-BH-A18R	Transcriptome Profiling	Gene Expression Quantification	bd239a8e-56e2-45ca-bc44-bff98b72c1d6	d28a7c02-2f33-46e2-bff9-5ed518ea6fb6.rna_seq.augmented_star_gene_counts.tsv	bd239a8e-56e2-45ca-bc44-bff98b72c1d6	1071
33fe5833-d7a0-43d7-a03d-56985ea448a6	21531069-76ec-4e0f-b915-51c00b2c42f1	TCGA-GI-A2C8-01A-11R-A16F-07	4a21e922-a294-43f0-89cb-862dabed4f8c	Primary Tumor	TCGA-GI-A2C8-01A	Tumor	TCGA-GI-A2C8	Transcriptome Profiling	Gene Expression Quantification	db921dd3-3d39-4b42-b2ff-dbe0f6c9f093	93f26994-d3de-4c8a-bfde-86af8d85b01a.rna_seq.augmented_star_gene_counts.tsv	db921dd3-3d39-4b42-b2ff-dbe0f6c9f093	1076
33fe5833-d7a0-43d7-a03d-56985ea448a6	6eaf6c1c-13d6-4293-aaa5-7d9aecf61db7	TCGA-GI-A2C8-11A-22R-A16F-07	2a679581-38ad-4742-8d7b-89015df11e7d	Solid Tissue Normal	TCGA-GI-A2C8-11A	Normal	TCGA-GI-A2C8	Transcriptome Profiling	Gene Expression Quantification	84cff855-d17a-4c09-b432-53893ae69c1e	03d891b3-8faf-4384-94ce-2015f1ca5df0.rna_seq.augmented_star_gene_counts.tsv	84cff855-d17a-4c09-b432-53893ae69c1e	1076
7875018b-91dc-4ab1-83b0-ee3883e2816e	f8ac9655-03ed-4e14-a4d3-88f63ef6bf7c	TCGA-BH-A0C0-01A-21R-A056-07	c1898b32-a9c5-410b-a197-572b2a6a2d7a	Primary Tumor	TCGA-BH-A0C0-01A	Tumor	TCGA-BH-A0C0	Transcriptome Profiling	Gene Expression Quantification	3eadce70-ba3d-4806-b112-6ac83bc89dc4	a3595c7e-948b-4d93-a623-477d7af84e15.rna_seq.augmented_star_gene_counts.tsv	3eadce70-ba3d-4806-b112-6ac83bc89dc4	1085
7875018b-91dc-4ab1-83b0-ee3883e2816e	86c4b2fd-d034-469d-adfa-712055f30dc3	TCGA-BH-A0C0-11A-21R-A089-07	d84a5349-7473-4f6f-afae-5d0062328491	Solid Tissue Normal	TCGA-BH-A0C0-11A	Normal	TCGA-BH-A0C0	Transcriptome Profiling	Gene Expression Quantification	15f0e499-8d53-4e97-a392-334875d25cf4	467bd108-f391-4dd1-92de-43879822400d.rna_seq.augmented_star_gene_counts.tsv	15f0e499-8d53-4e97-a392-334875d25cf4	1085
67c5f371-3fa9-47c5-8b15-c2dd9acc8519	d848ad65-9261-4854-a6bd-e76484c6a337	TCGA-AC-A2QH-01A-11R-A18M-07	fd735dc5-2ec3-43bd-b1b1-8fa811be0633	Primary Tumor	TCGA-AC-A2QH-01A	Tumor	TCGA-AC-A2QH	Transcriptome Profiling	Gene Expression Quantification	ff570f9a-a252-496d-a452-344063851a7b	574d0a5f-8cb7-4783-8d5e-b07c1b3460dc.rna_seq.augmented_star_gene_counts.tsv	ff570f9a-a252-496d-a452-344063851a7b	1087
791c5768-f0f5-4ab6-86eb-998e5c4b49e3	ec38c31b-def8-41cc-8656-57ce98f3faa7	TCGA-E2-A1L7-01A-11R-A144-07	09b414c4-a314-43c5-823a-d91442b6b02b	Primary Tumor	TCGA-E2-A1L7-01A	Tumor	TCGA-E2-A1L7	Transcriptome Profiling	Gene Expression Quantification	104e3cb5-c6df-422b-a55f-6b19408594d4	2056c543-2f73-4a2f-995e-3af2dda7b514.rna_seq.augmented_star_gene_counts.tsv	104e3cb5-c6df-422b-a55f-6b19408594d4	1089
791c5768-f0f5-4ab6-86eb-998e5c4b49e3	53e9749e-5554-443b-b41e-5efade6fce7a	TCGA-E2-A1L7-11A-33R-A144-07	3b56098e-35ec-4fd3-b14d-c3cc777a94c9	Solid Tissue Normal	TCGA-E2-A1L7-11A	Normal	TCGA-E2-A1L7	Transcriptome Profiling	Gene Expression Quantification	d796de5e-4512-4b3a-93d4-2a006e79084f	da752364-731c-4e77-8d6e-9c91a5b7f68f.rna_seq.augmented_star_gene_counts.tsv	d796de5e-4512-4b3a-93d4-2a006e79084f	1089
bc0bc70f-c6cf-4dbc-9dc3-8b7bc5f381a4	d0705a73-e6d0-4282-82b1-76d44bda242f	TCGA-E2-A1IG-01A-11R-A144-07	5e429dd7-787c-4e7d-b672-b000b7b57929	Primary Tumor	TCGA-E2-A1IG-01A	Tumor	TCGA-E2-A1IG	Transcriptome Profiling	Gene Expression Quantification	54a6b5bc-f788-4bea-b92c-e4dc9c71d99e	b58811d7-8ee0-4b65-a892-17319cc9ecaf.rna_seq.augmented_star_gene_counts.tsv	54a6b5bc-f788-4bea-b92c-e4dc9c71d99e	1095
bc0bc70f-c6cf-4dbc-9dc3-8b7bc5f381a4	1e55cf08-da43-471d-813c-9d37c7abc730	TCGA-E2-A1IG-11A-22R-A144-07	86e64e26-2be4-463d-8129-c0374cd4d5aa	Solid Tissue Normal	TCGA-E2-A1IG-11A	Normal	TCGA-E2-A1IG	Transcriptome Profiling	Gene Expression Quantification	f63a40ad-26af-48d6-bb36-91fd91d32e6b	90a1bbd2-6b26-4d1c-b255-df5499d1da6c.rna_seq.augmented_star_gene_counts.tsv	f63a40ad-26af-48d6-bb36-91fd91d32e6b	1095
af577366-0258-49e7-b6af-e70056c081a4	7edc6614-6c8b-43ec-87dd-7720961bd174	TCGA-E9-A1NA-01A-11R-A144-07	e2ef6df2-c375-4c59-ae1b-c8cca22a8387	Primary Tumor	TCGA-E9-A1NA-01A	Tumor	TCGA-E9-A1NA	Transcriptome Profiling	Gene Expression Quantification	08671bd5-f67a-46fa-979d-4aa40fb6575a	ad01e71e-ed1f-4de6-81b5-8ef60f7a38d0.rna_seq.augmented_star_gene_counts.tsv	08671bd5-f67a-46fa-979d-4aa40fb6575a	1098
af577366-0258-49e7-b6af-e70056c081a4	7b9569bc-f513-4b64-9a7c-7bb53b9be79b	TCGA-E9-A1NA-11A-33R-A144-07	73c4bc21-7732-4562-af5a-1b229fbd5ea7	Solid Tissue Normal	TCGA-E9-A1NA-11A	Normal	TCGA-E9-A1NA	Transcriptome Profiling	Gene Expression Quantification	65582670-1c71-4606-91b5-a886144fdfa6	5c4f28b0-b83c-4b52-8545-2f26c9d0734f.rna_seq.augmented_star_gene_counts.tsv	65582670-1c71-4606-91b5-a886144fdfa6	1098
3ca67cd0-81da-4f68-a9fa-f1a8c013c28d	f99cbdbb-ae9c-4dc2-9b69-eeaa7798c2b8	TCGA-AC-A2FF-01A-11R-A17B-07	62d4d442-98a0-4540-b22a-4acf1fbfc40b	Primary Tumor	TCGA-AC-A2FF-01A	Tumor	TCGA-AC-A2FF	Transcriptome Profiling	Gene Expression Quantification	05aa6d12-6d48-4ecb-8211-036e647ef72e	08429604-2dc7-4827-8ba5-80818aa45a51.rna_seq.augmented_star_gene_counts.tsv	05aa6d12-6d48-4ecb-8211-036e647ef72e	1109
3ca67cd0-81da-4f68-a9fa-f1a8c013c28d	3610639e-d947-446f-8483-86be65c80ed3	TCGA-AC-A2FF-11A-13R-A17B-07	25bb566a-15fd-4725-90dc-1c5f464796ac	Solid Tissue Normal	TCGA-AC-A2FF-11A	Normal	TCGA-AC-A2FF	Transcriptome Profiling	Gene Expression Quantification	ccaa907b-71d5-467e-ace4-f2ea16109202	24c548e1-6368-464e-945c-933ee2f914ad.rna_seq.augmented_star_gene_counts.tsv	ccaa907b-71d5-467e-ace4-f2ea16109202	1109
5d1d00c6-fcae-479e-ae1e-de76efd41d98	7e84df9f-1da5-4add-a5e8-a9d9d8af409c	TCGA-BH-A0BW-01A-11R-A115-07	dbeeddc1-d149-46f7-91ff-d057f8c6bffb	Primary Tumor	TCGA-BH-A0BW-01A	Tumor	TCGA-BH-A0BW	Transcriptome Profiling	Gene Expression Quantification	1ab2be1b-4a61-480e-aa1b-eafab958f1f7	aeee03c3-20b3-4f96-b686-52111ce99a63.rna_seq.augmented_star_gene_counts.tsv	1ab2be1b-4a61-480e-aa1b-eafab958f1f7	1111
5d1d00c6-fcae-479e-ae1e-de76efd41d98	ca5076dc-0fb2-444f-b34f-305c8479cba3	TCGA-BH-A0BW-11A-12R-A115-07	d03b3d7b-3629-4fde-a47a-3184f67236eb	Solid Tissue Normal	TCGA-BH-A0BW-11A	Normal	TCGA-BH-A0BW	Transcriptome Profiling	Gene Expression Quantification	f599be9a-0cac-4441-905c-5a6c87e7bc8c	741fb6d6-364f-47a0-a262-f18235c48fc4.rna_seq.augmented_star_gene_counts.tsv	f599be9a-0cac-4441-905c-5a6c87e7bc8c	1111
4aa68586-6331-4795-b40c-859386640df6	2cb3a793-6e37-42fd-a544-65aa2d939d50	TCGA-BH-A1FE-01A-11R-A13Q-07	3de73049-e6e7-4ed7-be98-bf174fd37c89	Primary Tumor	TCGA-BH-A1FE-01A	Tumor	TCGA-BH-A1FE	Transcriptome Profiling	Gene Expression Quantification	195c9f03-31c3-465a-ac58-3949246b173b	8f08cee9-a91f-4305-bf8d-efeee9cd386c.rna_seq.augmented_star_gene_counts.tsv	195c9f03-31c3-465a-ac58-3949246b173b	1112
4aa68586-6331-4795-b40c-859386640df6	64f3f52d-a484-49c6-9048-6eadedd2c2c5	TCGA-BH-A1FE-11B-14R-A13Q-07	f6813172-e95b-4654-a1c7-06e1181fcd93	Solid Tissue Normal	TCGA-BH-A1FE-11B	Normal	TCGA-BH-A1FE	Transcriptome Profiling	Gene Expression Quantification	4f54add3-c33d-4bc9-9e1f-c75f52d15f1e	2e4316d2-5fe5-4ee1-9b22-73f4c42b6202.rna_seq.augmented_star_gene_counts.tsv	4f54add3-c33d-4bc9-9e1f-c75f52d15f1e	1112
a8b1f6e7-2bcf-460d-b1c6-1792a9801119	69e0026c-c87c-4987-8e46-f94d21f6bfb6	TCGA-E9-A1NF-01A-11R-A14D-07	0c30cd0e-a2d2-42b0-9ca9-8297de64e4a8	Primary Tumor	TCGA-E9-A1NF-01A	Tumor	TCGA-E9-A1NF	Transcriptome Profiling	Gene Expression Quantification	481c702a-58ee-4fab-9559-434a45615aa5	dc3a76a7-bac2-43c0-90e2-e251e459c659.rna_seq.augmented_star_gene_counts.tsv	481c702a-58ee-4fab-9559-434a45615aa5	1121
a8b1f6e7-2bcf-460d-b1c6-1792a9801119	39f6a4d4-650f-4caf-a778-4a24af4f11ba	TCGA-E9-A1NF-11A-73R-A14D-07	5b799218-c5f2-4213-86a3-d67ed776bb28	Solid Tissue Normal	TCGA-E9-A1NF-11A	Normal	TCGA-E9-A1NF	Transcriptome Profiling	Gene Expression Quantification	50721c97-1a23-405b-b7b3-2955e4c62e5a	00063026-2a67-41de-b105-f80dca277978.rna_seq.augmented_star_gene_counts.tsv	50721c97-1a23-405b-b7b3-2955e4c62e5a	1121
b3bb8fd6-ee54-4813-b042-2bbe70115382	2ada4fe0-57f2-4a54-9580-4e0ae45a2f65	TCGA-BH-A0BQ-01A-21R-A115-07	18dddb4e-11d6-4fe7-b44a-48342374a5b1	Primary Tumor	TCGA-BH-A0BQ-01A	Tumor	TCGA-BH-A0BQ	Transcriptome Profiling	Gene Expression Quantification	9cbb73a5-7b3b-4559-a295-d4693ae6dee2	c9c9c085-8e23-454c-aa36-cf59e8dbc587.rna_seq.augmented_star_gene_counts.tsv	9cbb73a5-7b3b-4559-a295-d4693ae6dee2	1136
b3bb8fd6-ee54-4813-b042-2bbe70115382	4096c8a6-5ead-4410-8da1-a20b0f37cce8	TCGA-BH-A0BQ-11A-33R-A115-07	ced0af4b-e977-4399-b3bc-0a98b1c9817f	Solid Tissue Normal	TCGA-BH-A0BQ-11A	Normal	TCGA-BH-A0BQ	Transcriptome Profiling	Gene Expression Quantification	68881256-49b8-4a19-87a9-afac4f1841d2	7b4b9d66-e494-48e8-949f-7cdb42e490f9.rna_seq.augmented_star_gene_counts.tsv	68881256-49b8-4a19-87a9-afac4f1841d2	1136
74f31744-0aed-4633-beec-4e203315f0b7	e88bcf68-e904-4511-92f6-01cbd0da62de	TCGA-BH-A0DT-01A-21R-A12D-07	eb11d414-2f0e-44a1-843c-ecacc7212e91	Primary Tumor	TCGA-BH-A0DT-01A	Tumor	TCGA-BH-A0DT	Transcriptome Profiling	Gene Expression Quantification	1936f1a9-66bc-4e48-8189-f0e3a67a5593	674907a1-381a-4952-924a-52e2adf5ad19.rna_seq.augmented_star_gene_counts.tsv	1936f1a9-66bc-4e48-8189-f0e3a67a5593	1154
74f31744-0aed-4633-beec-4e203315f0b7	75ba5803-449e-4770-8105-b675af8e6907	TCGA-BH-A0DT-11A-12R-A12D-07	a9ce148b-ad26-4257-8f5c-295fd2dcb1d7	Solid Tissue Normal	TCGA-BH-A0DT-11A	Normal	TCGA-BH-A0DT	Transcriptome Profiling	Gene Expression Quantification	62a4b965-7aaa-4bd4-b469-57a713b2e9fd	064d1578-9fb7-439c-9644-d4cb6389ec9d.rna_seq.augmented_star_gene_counts.tsv	62a4b965-7aaa-4bd4-b469-57a713b2e9fd	1154
665dd3d3-779c-4abd-b5d7-13342340451d	a8884443-832f-45bb-96a0-dead699cc7e3	TCGA-BH-A18N-01A-11R-A12D-07	dba36215-670e-400f-864e-a46702d49240	Primary Tumor	TCGA-BH-A18N-01A	Tumor	TCGA-BH-A18N	Transcriptome Profiling	Gene Expression Quantification	97dd05b6-58a9-43ab-9e03-faa105d2a700	40a4fc74-f345-4940-be5c-249013782e4f.rna_seq.augmented_star_gene_counts.tsv	97dd05b6-58a9-43ab-9e03-faa105d2a700	1164
665dd3d3-779c-4abd-b5d7-13342340451d	d40f0f2c-4acf-4ea6-b344-1eca23f50fa6	TCGA-BH-A18N-11A-43R-A12D-07	2ed1ed4a-12e1-4306-b290-6c31933d054e	Solid Tissue Normal	TCGA-BH-A18N-11A	Normal	TCGA-BH-A18N	Transcriptome Profiling	Gene Expression Quantification	542856ab-164d-4edd-833a-925da96d1eeb	9c0696ab-2bd6-4372-8b10-8222816de48e.rna_seq.augmented_star_gene_counts.tsv	542856ab-164d-4edd-833a-925da96d1eeb	1164
6cb6f179-defd-4661-af0a-c353b74c0c49	ed40061b-ad15-4f91-94ae-ae276394f42d	TCGA-A7-A26J-01A-11R-A169-07	31a140ce-bcb7-46b4-8105-626c9db1e183	Primary Tumor	TCGA-A7-A26J-01A	Tumor	TCGA-A7-A26J	Transcriptome Profiling	Gene Expression Quantification	23ac8b84-f000-45ea-ad35-a46323d3670a	df6189e5-bd61-4be2-9d31-efef56cb4739.rna_seq.augmented_star_gene_counts.tsv	23ac8b84-f000-45ea-ad35-a46323d3670a	1165
6cd9baf5-bbe0-4c1e-a87f-c53b3af22890	ac567288-88cc-4a65-937e-086655c038df	TCGA-A7-A13G-01A-11R-A13Q-07	6a1c2fdb-18ce-40ec-af79-191b489f39a7	Primary Tumor	TCGA-A7-A13G-01A	Tumor	TCGA-A7-A13G	Transcriptome Profiling	Gene Expression Quantification	d4943f66-388e-4c86-b61a-5ef9fef34eff	240a1e61-5188-4249-b6dd-d6e0d7935d8d.rna_seq.augmented_star_gene_counts.tsv	d4943f66-388e-4c86-b61a-5ef9fef34eff	1167
6cd9baf5-bbe0-4c1e-a87f-c53b3af22890	76f30f56-7b80-4938-b514-1e1c2d24ff66	TCGA-A7-A13G-11A-51R-A13Q-07	2086f4ed-61fd-450c-b9de-aa7e049d154d	Solid Tissue Normal	TCGA-A7-A13G-11A	Normal	TCGA-A7-A13G	Transcriptome Profiling	Gene Expression Quantification	90617797-d2c7-4c49-bffe-b2bea96a7cf1	cf7f5e39-f761-424f-9987-21b328afa0ae.rna_seq.augmented_star_gene_counts.tsv	90617797-d2c7-4c49-bffe-b2bea96a7cf1	1167
69a68fbc-e43d-4652-85ee-693211bded47	55b3f26e-8f8f-48b8-8c3a-4e648ac7e05a	TCGA-E9-A1N4-01A-11R-A14M-07	8d122839-4167-48b2-9f3a-7ff7c3f134d8	Primary Tumor	TCGA-E9-A1N4-01A	Tumor	TCGA-E9-A1N4	Transcriptome Profiling	Gene Expression Quantification	ac70b1a2-ff7d-49db-a962-4c07479d50b6	89f7da93-c1fd-410b-8479-64ad9bed850e.rna_seq.augmented_star_gene_counts.tsv	ac70b1a2-ff7d-49db-a962-4c07479d50b6	1168
69a68fbc-e43d-4652-85ee-693211bded47	922b7051-1447-4e8d-9343-c5521ee45346	TCGA-E9-A1N4-11A-33R-A14M-07	d49b5007-2fc8-46e0-ae99-d65cd446e436	Solid Tissue Normal	TCGA-E9-A1N4-11A	Normal	TCGA-E9-A1N4	Transcriptome Profiling	Gene Expression Quantification	2d75b6a1-0f93-4c6a-9554-73a214969c6b	1cbbe329-a471-425e-b14d-e9043fce6926.rna_seq.augmented_star_gene_counts.tsv	2d75b6a1-0f93-4c6a-9554-73a214969c6b	1168
6b960b58-28e1-41c6-bd6e-7e669c6aa4ef	429b50eb-316f-459c-bc3a-0aca6e6dba46	TCGA-BH-A18V-01A-11R-A12D-07	2923c735-34a1-4db6-a248-1c5de2241dd4	Primary Tumor	TCGA-BH-A18V-01A	Tumor	TCGA-BH-A18V	Transcriptome Profiling	Gene Expression Quantification	19baf63b-8488-4b90-83b7-a6c671da0095	9440b088-b04e-4417-9543-5001b0a2b217.rna_seq.augmented_star_gene_counts.tsv	19baf63b-8488-4b90-83b7-a6c671da0095	1170
6b960b58-28e1-41c6-bd6e-7e669c6aa4ef	288c81eb-4c43-406b-a5e5-fee452a95afb	TCGA-BH-A18V-11A-52R-A12D-07	e85b2b0f-993f-4c37-8ed5-53d384ac18e1	Solid Tissue Normal	TCGA-BH-A18V-11A	Normal	TCGA-BH-A18V	Transcriptome Profiling	Gene Expression Quantification	040d00da-2bc9-49d4-bf6c-b4515b6a2bbf	d4f91697-1c39-4398-bf2f-85217a22ddff.rna_seq.augmented_star_gene_counts.tsv	040d00da-2bc9-49d4-bf6c-b4515b6a2bbf	1170
